Category: All categories

Region,common ways to die: (2014)
North Dakota,
Alaska,
Delaware,
Connecticut,
New Mexico,
Hawaii,
Utah,
Oregon,
New Jersey,
Colorado,
North Carolina,
Indiana,
Washington,
District of Columbia,
Missouri,
South Carolina,
Minnesota,
Texas,
Tennessee,
New York,
Arizona,
Massachusetts,
Florida,
Michigan,
California,
Pennsylvania,
Illinois,
Alabama,
Arkansas,
Georgia,
Iowa,
Idaho,
Kansas,
Kentucky,
Louisiana,
Maryland,
Maine,
Mississippi,
Montana,
Nebraska,
New Hampshire,
Nevada,
Ohio,
Oklahoma,
Rhode Island,
South Dakota,
Virginia,
Vermont,
Wisconsin,
West Virginia,
Wyoming,
