Category: All categories

Region,common ways to die: (2008)
Kansas,
South Carolina,
Oregon,
Connecticut,
Wisconsin,
Illinois,
Massachusetts,
Ohio,
New Jersey,
Alaska,
Alabama,
Arkansas,
Arizona,
California,
Colorado,
District of Columbia,
Delaware,
Florida,
Georgia,
Hawaii,
Iowa,
Idaho,
Indiana,
Kentucky,
Louisiana,
Maryland,
Maine,
Michigan,
Minnesota,
Missouri,
Mississippi,
Montana,
North Carolina,
North Dakota,
Nebraska,
New Hampshire,
New Mexico,
Nevada,
New York,
Oklahoma,
Pennsylvania,
Rhode Island,
South Dakota,
Tennessee,
Texas,
Utah,
Virginia,
Vermont,
Washington,
West Virginia,
Wyoming,
