Category: All categories

Region,common ways to die: (2005)
Idaho,
South Dakota,
Nevada,
Alabama,
Georgia,
Arizona,
Oregon,
Virginia,
Tennessee,
Alaska,
Arkansas,
California,
Colorado,
Connecticut,
District of Columbia,
Delaware,
Florida,
Hawaii,
Iowa,
Illinois,
Indiana,
Kansas,
Kentucky,
Louisiana,
Massachusetts,
Maryland,
Maine,
Michigan,
Minnesota,
Missouri,
Mississippi,
Montana,
North Carolina,
North Dakota,
Nebraska,
New Hampshire,
New Jersey,
New Mexico,
New York,
Ohio,
Oklahoma,
Pennsylvania,
Rhode Island,
South Carolina,
Texas,
Utah,
Vermont,
Washington,
Wisconsin,
West Virginia,
Wyoming,
