Category: All categories

Region,common ways to die: (2019)
New Mexico,
Mississippi,
Montana,
Iowa,
South Carolina,
Washington,
Utah,
Missouri,
New Jersey,
North Carolina,
Illinois,
Georgia,
Massachusetts,
Virginia,
Texas,
California,
Ohio,
Pennsylvania,
New York,
Alaska,
Alabama,
Arkansas,
Arizona,
Colorado,
Connecticut,
District of Columbia,
Delaware,
Florida,
Hawaii,
Idaho,
Indiana,
Kansas,
Kentucky,
Louisiana,
Maryland,
Maine,
Michigan,
Minnesota,
North Dakota,
Nebraska,
New Hampshire,
Nevada,
Oklahoma,
Oregon,
Rhode Island,
South Dakota,
Tennessee,
Vermont,
Wisconsin,
West Virginia,
Wyoming,
